Section_ID,GPS_NO,NodeId,X,Y
701014120922002,12150922221,,,
701014120922002,12150922223,,,
701014120922002,12150922223,,,
701014120922002,12150922223,,,
701014120922002,12150922224,,,
701014120922002,12150922224,,,
701014120922002,12150922225,,,
701014120922002,12150922225,,,
701014120922002,12150922226,,,
701014120922002,12150922229,,,
701014120922002,12150922229,,,
701014120922002,12150922229,,,
701014120922002,12150922223,,,
701014120922002,12150922229,,,
701014120922002,12150922230,,,
701014120922002,12150922230,,,
701014120922002,12150922231,,,
701014120922002,12150922237,,,
701014120922002,12150922237,,,
701014120922002,12150922237,,,
701014120922002,12150922234,,,
701014120922002,12150922234,,,
701014120922002,12150922233,,,
701014120922002,12150922233,,,
701014120922002,12150922221,,,
701014120922002,12150922237,,,
701014120922002,12150922238,,,
701014120922002,12150922234,,,
701014120922002,12150922239,,,
701014120922002,12150922242,,,
701014120922002,12150922242,,,
701014120922002,12150922242,,,
701014120922002,12150922238,,,
701014120922002,12150922242,,,
701014120922002,12150922243,,,
701014120922002,12150922243,,,
701014120922002,12150922244,,,
701014120922002,12150922244,,,
701014120922002,12150922245,,,
701014120922002,12150922245,,,
701014120922002,12150922246,,,
701014120922002,12160922249,,,
701014120922002,12160922249,,,
701014120922002,12160922249,,,
701014120922002,12150922239,,,
701014120922002,12150922239,,,
701014120922002,12160922250,,,
701014120922002,12160922249,,,
701014120922002,12160922251,,,
701014120922002,12160922251,,,
701014120922002,12160922252,,,
701014120922002,12160922252,,,
701014120922002,12160922253,,,
701014120922002,12160922249,,,
